256
inf,inf,inf,inf,inf,5,74,6,40,inf,72,55,69,10,inf,inf,61,inf,14,61,95,25,29,80,inf,89,39,inf,82,13,inf,inf,inf,inf,71,inf,40,inf,inf,inf,inf,inf,inf,98,89,inf,inf,80,inf,inf,23,inf,inf,53,inf,inf,39,69,69,97,44,inf,inf,inf,0,inf,inf,inf,inf,60,97,64,76,inf,28,15,inf,55,inf,93,22,inf,inf,88,20,inf,70,inf,49,48,inf,12,100,inf,inf,9,10,inf,52,inf,inf,inf,inf,inf,59,inf,inf,inf,45,inf,inf,63,72,9,inf,inf,inf,77,94,11,71,75,inf,inf,62,20,inf,96,46,92,30,inf,inf,42,inf,inf,inf,inf,inf,inf,83,inf,94,32,inf,58,1,inf,76,98,inf,53,36,22,18,8,inf,inf,inf,inf,14,inf,39,inf,inf,42,inf,inf,54,1,51,30,96,inf,16,inf,29,63,inf,inf,49,18,inf,7,inf,inf,inf,38,inf,inf,inf,inf,inf,34,inf,90,inf,inf,inf,100,82,18,inf,32,inf,inf,83,84,inf,inf,9,inf,inf,64,75,inf,inf,26,11,71,40,22,inf,inf,42,92,inf,34,inf,10,11,inf,inf,78,30,57,21,inf,78,91,inf,94,75,inf,inf,82,20,14,inf,inf,inf,inf,inf,58,inf,26
37,92,inf,82,74,55,67,inf,inf,inf,inf,55,inf,inf,inf,99,inf,19,inf,45,89,inf,24,inf,inf,3,inf,inf,54,11,inf,68,inf,inf,inf,inf,90,73,inf,51,68,inf,inf,inf,inf,inf,inf,43,29,82,89,inf,58,inf,35,inf,61,56,79,inf,inf,inf,inf,39,inf,0,68,10,7,inf,78,2,inf,inf,49,4,inf,26,inf,2,66,84,inf,inf,inf,inf,71,inf,inf,100,15,97,28,86,inf,68,inf,66,25,65,25,inf,89,30,71,83,inf,58,inf,56,52,7,inf,15,inf,inf,78,94,23,inf,inf,inf,inf,inf,inf,4,inf,92,inf,inf,66,inf,6,inf,27,inf,inf,inf,inf,7,inf,inf,27,inf,inf,inf,36,97,inf,inf,inf,inf,inf,inf,inf,19,61,87,inf,22,inf,40,85,inf,inf,9,inf,inf,inf,inf,7,25,8,57,98,88,10,56,inf,76,inf,53,inf,72,66,inf,61,inf,inf,inf,91,20,22,64,inf,21,inf,36,inf,24,50,97,14,87,65,90,inf,inf,10,inf,83,79,63,43,inf,inf,inf,inf,inf,2,inf,inf,16,inf,inf,inf,inf,inf,inf,inf,8,29,inf,11,53,inf,inf,inf,85,68,20,inf,inf,inf,inf,51,inf,65,85,84,90,inf,inf,inf,90,inf
38,inf,87,96,4,16,inf,inf,inf,inf,81,inf,inf,inf,inf,66,inf,inf,99,63,inf,inf,15,inf,54,26,inf,inf,27,69,inf,inf,inf,inf,inf,7,inf,inf,inf,inf,59,67,inf,94,inf,34,inf,23,inf,61,inf,inf,68,inf,89,inf,inf,inf,inf,87,inf,56,inf,100,33,inf,0,inf,inf,45,inf,95,31,12,inf,38,16,inf,24,inf,1,inf,11,inf,1,inf,inf,36,inf,70,inf,inf,38,inf,inf,inf,inf,inf,33,inf,inf,inf,45,43,4,36,inf,9,inf,inf,56,inf,7,inf,inf,42,inf,inf,inf,inf,inf,69,inf,inf,19,26,24,inf,26,inf,inf,47,73,83,inf,5,inf,38,30,93,inf,62,inf,45,29,9,11,inf,inf,16,inf,inf,inf,inf,66,77,inf,inf,41,12,67,70,69,inf,inf,65,inf,2,31,inf,27,inf,27,25,97,inf,inf,21,inf,59,33,inf,inf,inf,inf,inf,inf,95,inf,inf,inf,inf,inf,75,97,inf,inf,inf,inf,inf,42,inf,inf,inf,inf,27,inf,57,inf,inf,inf,94,39,inf,6,inf,inf,2,inf,84,79,inf,inf,inf,35,inf,inf,84,3,64,78,91,78,99,inf,64,63,60,inf,64,inf,40,inf,inf,38,inf,57,inf,59,inf,inf,inf,64,inf,inf,36
30,inf,78,60,inf,inf,inf,94,inf,inf,38,inf,31,15,inf,60,4,inf,inf,inf,inf,inf,inf,87,59,inf,inf,inf,90,inf,13,inf,26,82,inf,inf,inf,inf,13,inf,inf,inf,inf,inf,91,40,11,94,inf,67,45,62,25,inf,6,61,57,27,88,57,inf,inf,inf,inf,28,81,12,0,26,72,inf,98,inf,44,38,inf,inf,inf,91,19,37,inf,73,inf,inf,inf,52,85,81,12,inf,69,inf,87,69,inf,66,inf,1,64,84,inf,inf,31,78,50,52,inf,54,83,37,inf,48,28,inf,inf,48,46,92,inf,inf,4,25,inf,19,inf,80,31,51,inf,3,52,inf,inf,57,15,inf,14,inf,inf,3,75,inf,inf,18,22,21,inf,inf,inf,83,inf,inf,36,inf,48,33,39,20,1,inf,inf,89,58,54,inf,64,inf,inf,71,32,inf,11,inf,84,inf,11,13,inf,inf,92,94,inf,inf,inf,inf,inf,92,inf,66,inf,inf,20,100,inf,76,96,16,inf,inf,62,inf,15,inf,46,90,inf,inf,inf,55,inf,41,5,inf,54,inf,inf,inf,43,inf,inf,94,inf,74,inf,94,inf,83,34,inf,inf,32,96,inf,34,inf,51,27,70,inf,6,51,71,10,23,51,inf,inf,81,8,inf,inf,inf,inf,25,33
inf,95,46,inf,89,7,inf,74,81,17,inf,inf,inf,61,47,inf,95,38,78,inf,inf,51,inf,inf,98,inf,inf,inf,inf,52,inf,inf,inf,inf,81,35,inf,inf,65,inf,95,64,75,16,45,inf,91,21,inf,inf,35,inf,53,inf,inf,15,inf,inf,2,inf,inf,13,inf,87,15,inf,inf,80,0,52,inf,86,inf,inf,87,48,26,27,71,49,inf,inf,76,13,96,88,84,2,inf,45,inf,62,inf,47,42,inf,inf,79,inf,61,62,inf,inf,inf,31,29,20,97,inf,100,23,15,4,inf,inf,72,inf,inf,71,inf,17,inf,21,inf,inf,3,inf,69,inf,inf,inf,3,inf,54,inf,inf,33,inf,inf,38,90,90,inf,14,inf,22,20,95,68,inf,inf,81,inf,44,81,inf,inf,37,inf,inf,35,inf,56,82,inf,17,56,inf,49,inf,79,inf,20,inf,22,100,inf,21,inf,85,53,inf,inf,28,59,inf,inf,60,59,8,3,61,96,21,inf,inf,88,83,inf,47,30,44,37,inf,13,27,23,inf,56,inf,inf,inf,inf,inf,inf,16,98,inf,inf,65,10,inf,inf,34,79,55,60,inf,inf,62,inf,inf,100,62,inf,inf,inf,inf,inf,64,inf,inf,86,41,93,20,inf,74,inf,inf,inf,inf,inf,24,inf,87
67,94,71,81,inf,inf,47,34,79,6,inf,96,inf,42,76,inf,43,99,inf,37,inf,inf,inf,inf,inf,inf,inf,35,inf,inf,73,92,inf,74,42,inf,40,inf,92,inf,38,inf,16,68,6,inf,inf,55,3,54,84,inf,91,inf,inf,15,inf,inf,37,inf,inf,inf,36,inf,inf,inf,inf,inf,inf,0,inf,inf,18,inf,96,76,90,17,inf,inf,99,73,inf,inf,inf,inf,inf,inf,34,inf,40,16,inf,inf,inf,57,59,inf,2,inf,65,inf,72,inf,79,inf,inf,inf,62,99,11,inf,36,inf,inf,28,88,76,inf,19,inf,inf,inf,inf,inf,64,inf,85,inf,inf,inf,15,14,inf,5,inf,41,inf,inf,62,inf,31,3,21,69,64,inf,86,inf,inf,inf,inf,83,inf,inf,inf,inf,26,inf,inf,92,inf,18,inf,51,inf,inf,99,inf,72,70,inf,94,inf,94,inf,91,84,inf,81,inf,74,inf,inf,inf,78,inf,inf,inf,7,inf,inf,inf,inf,inf,58,4,inf,inf,inf,9,52,7,71,inf,88,13,inf,inf,69,86,7,inf,inf,53,11,71,inf,inf,inf,inf,inf,inf,inf,inf,inf,32,inf,inf,inf,inf,56,85,inf,24,62,53,inf,inf,inf,inf,65,41,78,72,inf,inf,inf,12,21,52,35,83,62,inf,36
inf,inf,4,inf,inf,inf,inf,inf,17,inf,inf,100,16,19,inf,73,89,inf,inf,55,28,69,inf,85,inf,inf,inf,15,inf,17,27,inf,inf,inf,inf,31,inf,inf,inf,inf,inf,41,86,73,inf,inf,inf,inf,90,79,30,inf,inf,15,inf,36,inf,23,inf,inf,inf,44,65,inf,inf,88,inf,59,inf,inf,0,41,44,inf,inf,70,81,inf,inf,60,84,14,inf,68,6,inf,50,75,inf,48,inf,inf,inf,inf,inf,inf,57,3,50,15,inf,inf,42,inf,6,29,51,78,inf,inf,21,inf,inf,inf,10,inf,63,inf,inf,23,inf,inf,70,4,59,inf,92,inf,59,29,inf,inf,inf,94,77,inf,95,50,inf,41,59,inf,51,23,inf,97,32,11,9,59,1,29,inf,inf,55,90,inf,inf,inf,inf,14,35,52,inf,27,33,29,inf,inf,88,inf,98,inf,inf,68,19,inf,35,inf,69,28,inf,inf,86,inf,inf,27,97,inf,inf,53,inf,43,10,inf,80,25,36,inf,inf,43,91,98,98,89,70,inf,3,inf,inf,inf,67,33,inf,inf,42,inf,93,79,inf,inf,inf,inf,inf,54,14,inf,5,inf,inf,7,inf,inf,inf,inf,88,inf,inf,inf,inf,20,inf,inf,inf,4,inf,inf,inf,100,99,61,inf,inf,inf,inf,inf
28,41,8,inf,inf,inf,84,inf,16,92,25,80,44,inf,inf,75,inf,50,17,inf,90,inf,90,27,49,89,inf,67,inf,63,inf,inf,36,inf,27,94,96,81,95,inf,89,inf,inf,inf,1,inf,inf,94,59,inf,54,inf,inf,25,85,79,inf,68,inf,inf,inf,inf,16,26,1,7,inf,inf,70,90,35,0,38,inf,41,inf,62,54,32,inf,76,74,4,78,37,15,99,84,59,14,inf,inf,9,44,inf,76,inf,66,99,inf,46,66,38,inf,91,63,38,inf,89,inf,77,50,inf,inf,inf,inf,inf,52,inf,73,inf,inf,inf,inf,inf,inf,inf,39,85,20,77,95,48,inf,inf,inf,inf,inf,26,63,23,inf,inf,91,4,51,inf,11,inf,inf,88,68,68,inf,39,inf,2,inf,inf,inf,65,inf,65,inf,inf,59,inf,47,inf,47,inf,inf,inf,31,inf,inf,inf,inf,inf,24,47,4,inf,41,7,inf,100,inf,inf,inf,24,inf,inf,inf,10,inf,5,inf,24,84,inf,13,inf,inf,inf,inf,36,79,64,inf,56,inf,76,29,inf,82,1,59,inf,93,inf,90,34,95,2,16,49,inf,67,inf,inf,inf,78,inf,96,3,inf,inf,76,15,inf,84,inf,7,33,30,inf,inf,47,inf,90,inf,56,22,63,85
11,30,inf,inf,20,3,62,inf,15,inf,57,45,61,inf,25,inf,1,85,57,70,96,76,7,inf,inf,73,inf,inf,64,46,32,38,39,94,25,52,48,inf,10,72,inf,inf,inf,31,inf,41,43,inf,inf,68,68,76,69,inf,60,inf,7,inf,inf,1,85,inf,61,16,43,inf,79,inf,inf,inf,inf,8,0,23,92,20,inf,inf,63,69,inf,55,inf,60,51,inf,inf,87,83,2,inf,inf,51,inf,58,inf,80,inf,inf,60,64,inf,inf,80,48,inf,57,92,69,10,2,inf,71,87,inf,100,inf,inf,inf,inf,8,40,inf,inf,inf,inf,inf,inf,inf,56,inf,58,39,17,inf,inf,47,88,inf,88,inf,inf,inf,17,90,inf,inf,inf,9,92,66,59,3,4,inf,inf,inf,inf,inf,30,inf,98,inf,44,29,inf,inf,97,inf,54,89,inf,inf,10,inf,80,76,inf,5,99,68,74,inf,inf,60,99,inf,99,inf,inf,27,69,inf,inf,99,inf,87,21,inf,76,39,15,inf,87,68,inf,inf,70,inf,61,71,60,inf,inf,1,inf,inf,inf,5,71,inf,78,4,27,inf,43,inf,38,79,19,inf,inf,inf,inf,66,64,86,inf,inf,inf,27,37,85,inf,8,55,82,34,50,inf,inf,inf,17,33,90,inf
45,inf,56,inf,inf,inf,inf,93,inf,26,8,inf,inf,44,12,inf,inf,inf,68,77,14,20,inf,inf,inf,32,inf,40,23,5,inf,inf,inf,100,46,inf,inf,inf,inf,37,33,42,65,58,inf,inf,inf,inf,inf,inf,inf,inf,51,inf,inf,35,inf,47,87,57,inf,inf,inf,inf,67,60,inf,20,inf,33,inf,17,inf,0,97,52,inf,42,inf,inf,37,inf,44,inf,73,35,84,17,inf,inf,37,37,91,inf,69,inf,inf,inf,63,inf,11,inf,67,inf,68,50,40,30,inf,inf,inf,15,25,3,inf,inf,23,inf,71,inf,29,inf,74,50,15,50,inf,11,27,61,13,inf,86,49,96,inf,inf,inf,41,95,66,15,inf,100,54,62,inf,7,inf,19,inf,inf,50,58,50,inf,57,80,inf,36,inf,inf,51,50,76,inf,inf,68,inf,29,inf,40,inf,inf,inf,81,inf,89,inf,inf,92,inf,71,inf,inf,24,37,inf,inf,86,98,inf,inf,inf,84,inf,91,inf,inf,42,inf,1,60,9,92,inf,inf,inf,98,inf,inf,inf,63,inf,44,66,inf,25,10,inf,68,74,9,76,91,67,62,inf,inf,inf,54,inf,inf,84,inf,37,56,68,61,inf,inf,inf,48,27,inf,inf,94,inf,22,inf,50,inf,44,inf,inf,3
20,94,2,40,inf,inf,81,inf,inf,60,inf,61,96,31,29,inf,97,inf,inf,8,inf,inf,inf,64,98,inf,inf,32,39,52,inf,inf,4,inf,inf,51,92,inf,40,90,inf,inf,inf,54,39,67,inf,5,58,52,38,inf,inf,inf,inf,3,inf,82,inf,inf,6,inf,inf,4,61,50,5,100,94,inf,49,inf,92,50,0,inf,94,inf,inf,17,25,inf,2,66,35,inf,98,9,22,15,inf,inf,71,inf,53,87,inf,51,10,inf,inf,inf,16,3,inf,100,15,69,inf,inf,86,inf,inf,23,inf,22,83,inf,inf,88,61,inf,inf,inf,17,71,inf,78,inf,47,75,20,11,inf,inf,41,40,16,inf,3,54,29,inf,inf,inf,48,inf,inf,inf,85,8,46,inf,inf,99,26,50,79,inf,99,85,87,34,3,inf,35,inf,inf,12,inf,35,30,inf,inf,55,inf,inf,inf,100,inf,96,37,5,36,92,inf,43,inf,inf,inf,inf,inf,70,inf,inf,inf,inf,49,inf,19,inf,25,17,24,75,inf,83,inf,inf,inf,86,inf,87,76,48,inf,inf,inf,inf,57,41,inf,inf,inf,99,inf,12,78,inf,77,4,46,61,inf,inf,inf,90,67,inf,91,66,60,inf,inf,37,48,inf,88,inf,inf,4,93,45,inf,inf,inf
inf,54,99,51,83,inf,inf,inf,inf,64,100,17,inf,inf,inf,inf,64,inf,17,41,inf,82,inf,90,46,inf,inf,19,90,60,47,95,inf,inf,inf,inf,1,71,inf,5,40,38,inf,inf,26,inf,41,inf,32,inf,inf,93,inf,inf,inf,inf,5,3,inf,47,inf,99,8,inf,inf,39,inf,95,inf,inf,35,29,inf,19,92,0,75,inf,inf,26,48,54,inf,inf,inf,inf,inf,55,91,inf,95,inf,69,42,inf,inf,inf,2,inf,inf,inf,42,inf,inf,98,inf,inf,inf,inf,18,inf,inf,inf,28,inf,inf,84,inf,46,94,inf,inf,77,inf,69,inf,inf,inf,11,86,88,inf,31,61,inf,61,inf,inf,inf,inf,51,13,inf,inf,inf,inf,inf,inf,inf,inf,37,inf,15,inf,27,29,84,52,7,72,inf,49,51,20,45,75,18,17,95,inf,inf,inf,54,inf,57,inf,78,inf,inf,inf,33,15,23,inf,inf,inf,10,59,inf,inf,inf,86,66,56,67,46,59,inf,inf,inf,58,84,94,inf,inf,38,inf,78,inf,50,inf,44,4,95,inf,inf,88,inf,inf,40,inf,48,18,81,76,inf,inf,20,inf,37,inf,73,29,inf,inf,inf,inf,inf,57,48,inf,inf,72,inf,inf,inf,inf,68,71,inf,inf,inf,38,inf,71,inf
35,72,55,inf,inf,inf,35,45,2,inf,inf,inf,inf,inf,inf,inf,98,26,12,inf,36,39,33,inf,52,11,97,inf,inf,49,38,81,inf,44,inf,19,inf,inf,inf,74,29,inf,10,93,86,inf,inf,inf,inf,inf,2,inf,inf,55,1,inf,inf,39,inf,inf,inf,inf,44,inf,72,inf,64,inf,89,inf,inf,inf,inf,inf,29,55,0,inf,43,inf,48,90,inf,inf,inf,inf,inf,inf,55,33,20,inf,67,inf,inf,96,100,96,22,54,inf,inf,inf,8,31,inf,inf,inf,52,16,inf,40,inf,inf,inf,1,inf,inf,29,75,inf,inf,41,inf,inf,inf,inf,inf,inf,36,20,inf,inf,42,inf,99,inf,11,77,85,inf,inf,inf,36,24,inf,8,17,8,inf,inf,81,97,34,24,inf,75,inf,94,inf,15,72,61,inf,inf,39,inf,inf,inf,40,100,26,28,57,60,6,inf,77,inf,17,inf,inf,inf,inf,71,inf,62,inf,85,inf,inf,inf,inf,inf,inf,18,inf,29,68,inf,30,inf,49,inf,inf,inf,inf,82,75,35,35,inf,inf,inf,inf,57,inf,60,34,inf,85,69,7,inf,30,inf,28,inf,75,inf,inf,13,35,14,19,56,29,15,inf,inf,6,inf,44,56,8,42,7,28,65,inf,40,inf,inf,12,inf,80
inf,16,inf,inf,inf,inf,inf,80,inf,inf,82,inf,55,inf,43,64,29,32,inf,56,54,inf,inf,inf,inf,inf,85,inf,93,inf,47,inf,19,inf,inf,60,inf,inf,inf,inf,59,29,84,inf,64,inf,90,inf,32,2,inf,71,inf,inf,56,4,78,35,inf,inf,81,inf,46,82,inf,16,inf,81,inf,37,inf,12,inf,inf,inf,15,40,0,85,inf,23,inf,inf,17,inf,90,inf,inf,inf,inf,inf,19,31,29,33,inf,inf,inf,inf,inf,inf,45,inf,17,84,21,90,45,40,inf,80,29,inf,21,29,11,52,inf,56,99,83,34,12,inf,21,inf,65,inf,15,23,51,inf,88,inf,inf,26,19,71,80,71,55,83,inf,68,92,95,inf,38,inf,88,80,inf,inf,90,49,18,46,68,76,63,10,78,inf,38,inf,56,99,39,inf,24,17,inf,inf,50,inf,inf,85,41,inf,inf,inf,inf,32,97,inf,14,48,inf,97,inf,inf,79,inf,18,inf,inf,94,inf,inf,80,inf,inf,86,inf,84,48,inf,inf,9,inf,87,20,19,inf,inf,inf,inf,inf,inf,56,inf,70,inf,93,45,inf,59,8,83,inf,10,73,96,inf,97,91,6,inf,inf,61,60,85,82,inf,inf,13,inf,inf,inf,inf,inf,inf,7,41,79,8
67,inf,inf,59,inf,inf,inf,inf,92,53,inf,46,37,inf,81,inf,inf,44,inf,55,68,77,inf,26,87,14,85,62,inf,68,57,11,39,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37,15,79,14,inf,inf,28,inf,2,inf,30,20,inf,53,inf,88,inf,80,inf,82,81,inf,inf,16,68,90,67,inf,18,88,inf,5,inf,inf,0,inf,40,100,21,3,50,inf,24,43,85,inf,28,27,53,45,inf,52,53,inf,49,94,inf,69,inf,34,inf,inf,23,61,inf,86,81,66,83,96,57,12,inf,29,inf,inf,inf,46,93,93,inf,84,92,inf,63,inf,inf,inf,inf,inf,20,inf,inf,63,93,12,inf,64,75,inf,16,84,inf,inf,84,15,27,99,96,51,32,5,inf,inf,inf,28,42,45,32,inf,inf,56,inf,inf,inf,18,74,inf,inf,inf,inf,inf,69,76,43,13,77,inf,50,7,79,46,5,inf,inf,inf,55,46,inf,6,inf,inf,61,inf,11,38,85,66,inf,inf,42,inf,62,inf,inf,99,42,90,inf,80,inf,inf,inf,31,34,inf,inf,85,82,89,30,inf,inf,inf,inf,inf,59,57,inf,inf,22,inf,73,96,93,inf,inf,54,25,63,2,inf,inf,67,inf,78,88,inf,inf,64,50,inf
37,81,11,78,76,inf,32,6,inf,inf,37,inf,53,33,40,63,inf,69,inf,59,inf,inf,46,45,95,75,17,inf,inf,54,inf,inf,10,25,inf,37,23,31,19,inf,inf,inf,42,51,inf,inf,12,53,inf,inf,26,inf,68,19,inf,49,inf,inf,inf,59,inf,59,70,71,inf,inf,inf,inf,inf,inf,inf,67,inf,inf,75,19,33,inf,inf,0,33,91,inf,inf,2,85,inf,41,44,83,inf,inf,76,inf,inf,57,97,inf,84,5,89,inf,inf,inf,inf,inf,inf,inf,87,36,29,inf,60,inf,90,1,47,23,inf,inf,inf,inf,51,inf,inf,68,94,inf,inf,60,84,inf,8,4,75,48,inf,31,inf,22,inf,inf,40,inf,inf,98,75,inf,inf,inf,inf,inf,88,38,62,inf,inf,93,25,inf,inf,inf,inf,inf,49,72,inf,inf,inf,13,17,70,inf,3,inf,inf,inf,inf,inf,23,inf,64,61,inf,inf,inf,inf,inf,inf,33,inf,inf,inf,15,87,3,58,inf,inf,inf,37,inf,66,inf,41,95,66,inf,15,inf,inf,inf,79,inf,13,9,inf,inf,inf,inf,26,inf,60,11,77,68,inf,5,44,18,inf,inf,inf,inf,96,inf,inf,inf,inf,33,inf,inf,58,inf,81,inf,inf,46,81,inf,2,inf,77,inf,inf,12
59,77,inf,34,98,3,inf,5,inf,24,inf,49,inf,91,inf,15,97,inf,inf,inf,94,55,inf,inf,56,inf,inf,inf,inf,64,10,inf,inf,7,90,63,66,inf,85,91,99,67,inf,inf,inf,35,84,59,inf,83,11,inf,inf,inf,29,inf,4,82,inf,inf,97,55,inf,inf,inf,64,73,inf,51,99,inf,29,1,34,inf,57,inf,93,inf,43,0,inf,98,inf,inf,inf,inf,inf,inf,21,inf,inf,inf,inf,85,50,inf,inf,inf,85,12,inf,86,inf,inf,inf,46,34,inf,inf,100,93,inf,27,14,inf,17,89,inf,inf,73,39,40,inf,inf,inf,inf,23,inf,inf,inf,24,94,59,inf,inf,88,45,inf,inf,inf,inf,74,58,18,13,10,inf,inf,inf,inf,inf,inf,62,35,inf,46,inf,92,inf,inf,17,70,36,inf,69,inf,inf,inf,inf,67,inf,inf,63,inf,inf,39,inf,inf,22,inf,38,42,97,inf,inf,inf,inf,inf,inf,inf,71,63,5,inf,inf,inf,inf,52,96,28,19,inf,inf,21,93,53,inf,inf,inf,44,inf,69,inf,70,inf,inf,28,30,inf,10,31,33,31,90,2,inf,43,21,49,inf,4,inf,45,inf,68,inf,inf,65,88,74,inf,inf,37,inf,inf,inf,inf,inf,9,inf,3,inf,inf,inf,56
inf,58,inf,46,20,41,inf,inf,69,31,inf,100,inf,inf,inf,inf,3,inf,72,19,36,40,47,inf,57,5,59,inf,31,inf,31,inf,inf,63,20,inf,inf,91,inf,75,inf,inf,inf,inf,inf,inf,28,inf,42,inf,74,31,43,32,15,26,inf,67,19,inf,inf,inf,62,inf,inf,67,97,inf,inf,inf,inf,inf,84,43,36,inf,12,47,18,41,75,0,inf,71,52,inf,inf,6,21,inf,inf,38,inf,inf,83,inf,inf,inf,inf,16,20,inf,31,95,85,inf,32,inf,inf,inf,49,69,36,inf,18,90,inf,inf,inf,56,inf,65,inf,inf,45,71,inf,47,inf,inf,58,48,95,inf,18,51,inf,84,inf,10,13,inf,62,inf,63,inf,44,inf,inf,40,inf,43,64,inf,inf,inf,64,25,inf,28,inf,inf,82,inf,30,inf,inf,93,inf,inf,inf,inf,7,inf,39,59,5,52,inf,66,15,inf,8,64,33,63,inf,16,inf,inf,68,91,inf,61,inf,inf,inf,52,inf,inf,inf,37,21,24,80,inf,26,inf,inf,inf,48,inf,inf,70,inf,inf,inf,62,inf,96,inf,inf,inf,44,inf,inf,inf,inf,inf,inf,18,inf,inf,inf,inf,inf,inf,73,14,inf,inf,inf,93,inf,inf,6,77,47,6,63,inf,inf,inf,inf,75,inf
inf,1,39,40,98,inf,89,96,inf,23,69,57,52,inf,81,inf,inf,100,inf,inf,inf,inf,60,50,58,inf,inf,inf,54,inf,89,19,inf,58,inf,inf,inf,66,inf,9,81,inf,inf,inf,inf,45,inf,98,24,5,45,22,inf,inf,54,28,72,11,inf,inf,70,inf,inf,63,51,6,inf,inf,inf,inf,inf,24,71,inf,9,inf,inf,inf,inf,inf,inf,inf,0,31,inf,inf,53,inf,70,inf,inf,21,39,33,89,inf,inf,inf,98,1,1,inf,inf,49,inf,95,inf,inf,inf,36,17,inf,59,inf,inf,inf,inf,inf,47,inf,1,68,inf,53,inf,inf,inf,inf,inf,inf,inf,inf,inf,82,inf,85,96,13,inf,inf,inf,inf,72,inf,81,inf,inf,inf,51,inf,70,78,55,45,inf,inf,inf,32,18,inf,inf,inf,66,35,75,inf,68,inf,10,inf,65,47,95,inf,58,inf,inf,inf,inf,38,inf,inf,73,inf,inf,21,95,78,inf,92,inf,86,91,inf,inf,inf,inf,inf,62,11,63,inf,inf,46,69,inf,inf,81,19,inf,inf,75,inf,inf,inf,inf,inf,inf,inf,inf,inf,86,15,70,inf,inf,inf,inf,39,inf,inf,inf,inf,inf,inf,20,3,42,93,inf,3,inf,98,inf,80,43,9,inf,inf,inf,inf,97,58,35,37,inf
46,21,inf,inf,inf,77,30,inf,83,69,16,30,60,42,inf,10,inf,78,inf,37,47,23,98,2,inf,24,7,75,52,inf,inf,74,24,13,37,inf,73,inf,40,66,inf,inf,inf,9,45,inf,inf,19,54,inf,inf,inf,inf,91,37,70,39,49,97,13,5,inf,68,inf,49,9,inf,32,inf,inf,57,44,79,inf,inf,1,28,inf,inf,inf,25,inf,inf,0,inf,inf,inf,73,63,inf,inf,inf,87,31,inf,inf,inf,20,64,56,41,inf,inf,inf,36,inf,inf,34,inf,inf,75,inf,inf,70,53,95,inf,85,inf,97,71,inf,inf,inf,60,inf,40,inf,inf,inf,79,inf,inf,inf,36,33,inf,18,inf,83,39,66,inf,inf,36,inf,81,100,inf,inf,inf,7,inf,inf,67,14,80,100,58,inf,inf,99,62,inf,69,inf,63,71,inf,inf,6,74,53,inf,29,inf,8,inf,inf,88,inf,1,inf,inf,inf,77,70,55,62,inf,inf,inf,93,inf,78,inf,inf,7,inf,inf,59,inf,inf,40,inf,inf,inf,inf,inf,68,81,inf,24,49,40,inf,inf,5,97,39,inf,inf,inf,inf,40,70,inf,inf,83,93,inf,24,inf,83,75,85,36,19,inf,19,5,39,54,inf,45,inf,78,35,inf,73,inf,62,53,inf,14,57
66,inf,inf,79,inf,82,inf,inf,inf,55,inf,inf,inf,inf,inf,17,inf,85,41,inf,inf,53,62,88,inf,99,7,85,49,92,83,1,12,18,inf,inf,54,6,65,94,98,9,26,inf,92,94,inf,55,44,78,inf,inf,inf,73,93,inf,inf,4,70,inf,inf,inf,76,inf,inf,inf,53,73,inf,inf,inf,78,inf,inf,inf,53,inf,47,inf,10,24,60,28,31,0,inf,90,inf,inf,30,24,inf,12,28,91,70,inf,95,inf,inf,inf,4,inf,inf,inf,71,inf,9,inf,inf,100,11,inf,inf,inf,inf,inf,inf,inf,inf,inf,9,92,8,inf,55,34,74,inf,inf,inf,56,58,inf,18,inf,17,inf,inf,inf,77,42,inf,5,inf,73,inf,22,82,20,73,inf,87,81,16,85,16,85,inf,85,4,26,inf,48,inf,inf,6,inf,61,26,35,inf,inf,37,inf,83,inf,54,inf,87,inf,inf,81,inf,inf,inf,90,inf,inf,inf,26,inf,inf,89,26,inf,inf,94,inf,inf,inf,25,inf,inf,46,99,inf,inf,inf,3,inf,inf,87,inf,inf,inf,9,inf,inf,94,89,64,inf,5,87,9,48,inf,98,inf,inf,inf,37,inf,44,36,inf,87,25,inf,97,51,80,64,65,24,inf,17,33,inf,inf,inf,inf,22,95,inf
